,1_1,1_2,1b24_1,1b24_2,1b60_1,1b60_2,6_1,6_2,6a24_1,6a24_2,6a60_1,6a60_2,6b24_1,6b24_2,6b60_1,6b60_2
METTL8__chr2,82.37936988,125.0497067,110.9532276,77.83508512,129.3662576,131.1685652,82.81710666,115.9496756,94.95364694,76.80490513,120.9315345,119.4185711,147.0371831,157.7722409,101.2513877,116.6557952
METTL9__chr16,330.0228744,440.2334704,226.4045591,455.4180513,238.1789976,307.7416337,462.2350139,444.7905589,402.240826,395.4030301,336.5051394,372.5225338,377.66911,820.4156526,276.1984057,327.9665119
MEX3A__chr1,18.19421666,13.16312702,2.998735882,8.280328205,18.13545667,5.044944814,190.0299502,176.775735,27.67493227,62.58177455,4.732103523,4.755606815,17.16677773,9.015556622,12.81663136,18.9309843
MEX3B__chr15,0,0,0,0,1.209030445,0,0,0,1.431462014,4.266939174,0.52578928,0,3.731908202,4.507778311,0.640831568,5.628130469
MEX3C__chr18,49.023306,54.11507776,71.96966116,39.74557538,47.15218734,5.044944814,87.95305126,68.42931676,52.00978651,27.0239481,41.01156386,26.94843862,69.41349255,40.5700048,43.57654661,64.46767628
MEX3D__chr19,58.62580924,66.54691994,47.97977411,52.99410051,25.38963934,85.76406184,62.91532134,98.84234643,95.90795495,81.0718443,98.32259541,70.2773007,65.68158435,27.04666986,107.0188718,89.53843928
MFAP1__chr15,202.1579629,306.4083457,128.9456429,178.8550892,249.0602716,171.5281237,193.8819086,181.5277708,199.450374,169.2552539,196.1194015,203.9626923,162.7111976,45.07778311,156.3629026,226.1485152
MFAP2__chr1,8.086318516,0,10.49557559,1.656065641,0,0,7.061923824,2.851221532,1.431462014,0,0.52578928,0,0,0,0.640831568,0
MFAP3__chr5,98.55200691,92.87317399,167.9292094,107.6442667,106.3946791,100.8988963,77.68116207,49.42117321,86.36487485,61.15946149,81.49733844,100.3961439,113.4500093,67.61667466,67.28731462,107.4461271
MFAP3L__chr4,9.09710833,0.731284835,0,3.312131282,22.97157845,10.08988963,0,0,1.431462014,0,2.103157121,0,0.74638164,0,0,1.023296449
MFAP5__chr12,0,0,0,3.312131282,0,0,0,0,0,0,0,0,0,0,0,0
MFF__chr2,79.85239534,174.7770755,184.4222567,170.574761,140.2475316,80.71911703,167.5601926,197.6846929,171.2982877,126.5858622,149.8499449,184.940265,161.9648159,135.2333493,154.4404078,187.7748984
MFGE8__chr15,5.053949072,2.925139338,5.997471763,33.12131282,7.254182668,35.3146137,4.493951524,13.30570048,3.817232038,1.422313058,0.52578928,4.227206057,5.224671482,0,5.126652543,1.023296449
MFHAS1__chr8,7.580923608,7.312848346,10.49557559,9.936393846,12.09030445,0,17.9758061,14.25610766,8.588772085,5.689252232,17.35104625,16.38042347,2.985526561,0,24.99243115,4.60483402
MFI2-AS1__chr3,0,11.70055735,2.998735882,0,0,0,10.2718892,4.752035886,2.385770024,4.266939174,8.412628485,10.56801514,0,0,5.126652543,16.37274318
MFN1__chr3,102.0897713,106.036301,70.47029322,91.08361025,72.54182668,50.44944814,73.82920362,68.42931676,84.93341284,162.1436886,88.33259909,79.78851433,78.37007223,81.14000959,74.97729344,84.42195704
MFN2__chr1,146.0591282,121.3932825,91.46144439,142.4216451,166.8462014,110.9887859,74.47119669,97.89193925,98.77087897,122.318923,133.0246879,132.1001893,80.60921715,63.10889635,139.0604502,88.51514283
MFNG__chr22,9.09710833,3.656424173,14.99367941,8.280328205,6.045152223,60.53933777,0,1.900814354,4.294386042,0,2.103157121,4.227206057,0.74638164,0,1.922494704,2.046592898
MFSD1__chr3,128.8757013,122.1245674,155.9342659,160.6383672,147.5017142,206.8427374,44.93951524,21.85936508,90.18210689,109.5181055,73.08470996,82.43051812,88.8194152,90.15556622,71.13230403,91.58503218
MFSD10__chr4,237.0302115,251.5619831,374.8419852,370.9587036,380.8445901,499.4495366,274.131043,273.717267,257.1860085,270.239481,267.1009544,204.491093,202.2694245,67.61667466,252.4876377,206.1942345
MFSD11__chr17,67.72291757,116.2742887,73.4690291,48.02590359,71.33279623,80.71911703,38.5195845,50.37158039,54.87271054,41.24707868,19.97999265,51.25487345,46.2756617,63.10889635,31.40074682,39.39691328
MFSD12__chr19,24.76435045,5.118993842,59.97471763,49.68196923,20.55351756,15.13483444,18.61779917,23.76017943,30.0607023,32.71320033,34.7020925,30.11884316,33.58717381,0,23.71076801,18.41933608
MFSD13A__chr10,3.032369443,16.81955119,4.498103823,4.968196923,4.836121778,15.13483444,16.69181995,5.702443063,15.26892815,11.37850446,19.45420337,11.0964159,13.43486953,0,16.66162076,15.86109496
MFSD13B__chr16,0,0,0,0,0,0,0,0,0,0,0,1.056801514,0,0,0,0
MFSD14A__chr1,45.99093656,23.40111471,79.46650087,33.12131282,43.52509601,40.35955851,71.26123132,55.12361628,63.46148263,73.96027901,53.63050659,53.89687723,64.18882107,103.6789011,48.06236759,80.84041946
MFSD14B__chr9,116.7462236,127.974846,187.4209926,154.0141046,101.5585573,90.80900666,121.3366912,86.48705312,184.6585998,152.1874972,155.1078377,145.838609,159.725671,103.6789011,119.8355032,115.1208505
MFSD14C__chr9,0,0.731284835,0,0,0,0,0,0,0,0,0.52578928,0,0,0,0.640831568,0
MFSD2A__chr1,41.44238239,29.98267822,40.4829344,24.84098461,36.27091334,25.22472407,22.46975762,10.45447895,49.62401649,51.20327009,29.4441997,41.74365982,42.5437535,67.61667466,24.99243115,16.37274318
MFSD3__chr8,181.4367717,145.5256821,160.4323697,175.5429579,222.4616018,211.8876822,154.078338,108.3464182,105.928189,73.96027901,170.3557268,233.5531347,169.4286324,216.3733589,192.2494704,192.8913806
MFSD4A__chr1,5.559343979,2.193854504,2.998735882,3.312131282,14.50836534,0,2.5679723,2.851221532,1.431462014,0,0,8.454412115,2.985526561,0,5.126652543,9.20966804
MFSD4B__chr6,23.75356064,7.312848346,17.99241529,21.52885333,36.27091334,50.44944814,12.19786842,5.702443063,6.680156066,2.844626116,21.03157121,15.85202272,6.717434763,4.507778311,24.99243115,7.163075142
MFSD5__chr12,115.7354338,210.6100324,128.9456429,134.1413169,125.7391662,146.3033996,146.3744211,124.5033402,143.6233554,82.49415736,139.3341593,183.8834635,162.7111976,108.1866795,91.6389142,101.3063484
MFSD6__chr2,95.51963746,109.6927252,127.446275,175.5429579,128.1572271,70.6292274,86.02707204,93.13990336,100.202341,85.33878348,95.69364901,70.2773007,108.9717195,193.8344674,79.46311441,109.49272
MFSD6L__chr17,3.537764351,1.462569669,1.499367941,0,1.209030445,0,0,1.900814354,0,0,1.577367841,0.528400757,0,0,0,3.581537571
MFSD7__chr4,2.021579629,2.193854504,0,0,2.418060889,0,0,0,0,0,0,0.528400757,0,0,0,0
MFSD8__chr4,27.29132499,35.10167206,32.9860947,31.46524718,24.18060889,10.08988963,17.33381302,14.25610766,29.58354829,34.13551339,23.13472833,24.30643483,40.30460858,45.07778311,35.8865678,20.46592898
MFSD9__chr2,108.1545101,84.82904081,160.4323697,120.8927918,85.84116157,10.08988963,156.0043172,148.2635196,156.0293595,85.33878348,169.3041483,161.1622309,94.04408668,130.725571,154.4404078,147.8663369
MGA__chr15,29.31290462,27.05753888,25.48925499,26.49705026,44.73412645,20.17977926,57.13738367,80.78461006,22.90339223,28.44626116,72.55892068,36.988053,40.30460858,36.06222649,44.21737818,35.30372749
MGAM__chr7,71.76607683,65.81563511,5.997471763,1.656065641,107.6037096,70.6292274,7.061923824,0,0.477154005,0,4.206314242,0.528400757,0.74638164,0,3.844989407,0
MGAM2__chr7,27.29132499,25.59496921,10.49557559,4.968196923,13.29933489,50.44944814,4.493951524,7.603257418,1.431462014,1.422313058,2.103157121,4.227206057,3.731908202,0,8.97164195,2.046592898
MGARP__chr4,0,0.731284835,0,0,0,0,0,0,0,0,0,0,0,0,3.204157839,0
MGAT1__chr5,161.7263703,116.2742887,137.9418506,137.4534482,136.6204402,116.0337307,134.1765527,100.7431608,90.18210689,137.9643666,113.5704845,101.9813461,113.4500093,36.06222649,121.1171663,110.5160165
MGAT2__chr14,154.1454467,220.84802,106.4551238,200.3839426,250.269302,105.9438411,93.73098894,99.79275361,135.0345833,155.0321233,109.3641703,112.5493613,104.4934296,144.2489059,94.84307204,139.6799653
MGAT3__chr22,59.63659905,44.60837491,115.4513314,87.77147897,87.05019201,116.0337307,78.32315514,39.91710144,55.34986455,52.62558314,40.48577458,43.85726285,53.7394781,67.61667466,41.01322034,22.51252188
MGAT4A__chr2,646.4000863,783.2060578,299.8735882,357.7101784,741.1356626,998.8990732,283.7609391,267.0644168,316.3531051,291.5741769,281.8230542,238.3087415,276.9075886,662.6434117,180.7145021,181.1234715
MGAT4B__chr5,330.0228744,419.0262102,368.8445135,332.8691938,340.9465854,413.6854748,220.8456178,189.1310283,240.0084644,209.0800195,199.2741372,126.287781,364.2342405,193.8344674,132.011303,170.3788587
MGAT4EP__chr1,0,0,1.499367941,0,0,0,0,0,0,0,0,0,0,0,0,0.511648224
MGAT5__chr2,260.2783772,259.6061163,187.4209926,154.0141046,307.0937329,272.42702,371.7139904,443.8401517,196.1102959,214.7692718,298.1225219,239.365543,215.704294,238.9122505,371.6823093,311.0821205
MGC12916__chr17,0,0,0,0,0,0,0,0,0.954308009,0,0.52578928,0,0,18.03111324,0,0
MGC16025__chr2,0,0,0,0,0,0,3.209965375,0,0,0,0,0,0,0,0,0
MGC16275__chr17,0,0,0,1.656065641,0,0,1.925979225,1.900814354,0.477154005,8.533878348,0.52578928,0.528400757,0,0,0,2.046592898
MGC27345__chr7,13.14026759,12.43184219,10.49557559,18.21672205,4.836121778,0,10.91388227,25.66099378,18.13185218,9.956191406,21.55736049,22.1928318,5.224671482,9.015556622,34.60490466,22.00087365
MGC27382__chr1,0,0,0,0,0,0,1.925979225,0,0,0,0,0,0.74638164,0,0,0
MGC32805__chr5,18.69961157,21.93854504,7.496839704,6.624262564,6.045152223,10.08988963,7.061923824,0.950407177,4.771540047,4.266939174,2.103157121,0.528400757,6.717434763,9.015556622,0,1.534944673
MGC57346__chr17,8.086318516,5.118993842,14.99367941,6.624262564,4.836121778,0,39.80357065,36.11547273,13.83746614,18.49006975,17.87683553,26.42003786,2.239144921,0,10.89413665,23.53581832
MGC72080__chr7,7.580923608,6.581563511,11.99494353,1.656065641,2.418060889,15.13483444,5.135944599,5.702443063,13.83746614,12.80081752,12.61894273,17.43722499,23.88421249,0,10.25330509,15.34944673
MGEA5__chr10,117.2516185,80.4413318,106.4551238,36.4334441,388.0987727,95.85395147,113.6327743,130.2057833,98.77087897,122.318923,149.3241556,151.1226166,188.0881734,103.6789011,192.2494704,135.0751313
MGLL__chr3,574.1286146,416.1010709,590.7509687,566.3744492,421.9516252,590.2585433,322.9225167,259.4611594,452.3419965,456.5624916,267.6267437,270.5411877,375.4299651,90.15556622,294.7825212,185.2166573
MGME1__chr20,40.93698748,53.38379292,11.99494353,23.18491897,72.54182668,45.40450333,52.00143907,56.07402345,49.62401649,52.62558314,45.74366738,89.82812872,47.02204334,4.507778311,51.26652543,94.1432733
MGMT__chr10,46.49633146,43.87709007,46.48040617,33.12131282,31.43479156,85.76406184,34.66762605,65.57809523,51.53263251,44.0917048,42.06314242,58.12408329,47.02204334,18.03111324,49.98486229,52.69976712
MGP__chr12,0,0,0,0,0,0,1.28398615,0,0,0,0,0,0,0,0,0
MGRN1__chr16,130.3918861,80.4413318,62.97345352,129.17312,112.4398313,105.9438411,112.3487881,109.2968254,57.25848057,75.38259207,89.38417765,56.01048026,49.26118826,13.52333493,69.85064089,62.42108338
MGST1__chr12,1039.091929,1250.497067,1580.33381,1377.846613,956.3430817,953.4945699,1356.531367,1431.313209,1828.9313,1610.058382,1437.507892,1509.640963,1842.81627,1834.665772,1451.483501,1801.00175
MGST2__chr4,594.3444109,735.6725436,661.2212619,548.1577272,782.2426977,519.6293159,360.158115,408.6750862,573.0619597,574.6144754,509.4898126,513.605536,620.2431431,978.1878934,532.5310329,541.8354697
MGST3__chr1,1900.790246,2223.837182,1881.706766,2346.645013,2486.975625,2774.719648,1051.584657,1029.290973,1801.256368,1696.819478,1097.848017,1374.89877,1677.865927,3322.232615,1298.324756,1440.289752
MIA__chr19,39.42080276,39.48938107,31.48672676,36.4334441,45.9431569,55.49439296,27.60570222,38.01628709,10.0202341,11.37850446,7.886839204,17.96562574,15.67401445,9.015556622,19.8657786,32.74548637
MIA2__chr14,11.11868796,29.98267822,0,1.656065641,22.97157845,20.17977926,6.419930749,7.603257418,0,0,2.628946401,2.642003786,0,9.015556622,3.204157839,6.139778693
MIA3__chr1,454.8554165,367.1049869,362.8470417,425.6088697,263.5686369,237.1124063,339.6143366,321.2376259,358.8198115,362.6898298,471.1071951,446.4986398,243.3204147,166.7877975,442.8146134,484.5308686
MIAT__chr22,1.516184722,0,0,0,0,0,0,0,0.477154005,0,0,0.528400757,0,0,0.640831568,0.511648224
MIATNB__chr22,2.526974536,0.731284835,0,1.656065641,16.92642622,0,0,2.851221532,0.954308009,0,0,7.926011358,2.985526561,0,5.126652543,3.069889347
MIB1__chr18,66.71212775,87.75418015,101.95702,44.71377231,59.24249179,105.9438411,141.8804696,123.552933,73.00456272,83.91647042,54.68208515,79.26011358,79.86283551,121.7100144,78.18145128,93.63162508
MIB2__chr1,26.78593008,26.32625404,50.97850999,52.99410051,47.15218734,40.35955851,48.14948062,19.95855072,24.81200824,32.71320033,23.13472833,25.36323634,14.92763281,9.015556622,28.83742055,23.53581832
MICA__chr6,67.72291757,54.84636259,32.9860947,29.80918154,41.10703512,85.76406184,134.1765527,107.396011,57.73563457,59.73714843,68.35260644,53.36847647,72.39901911,31.55444818,66.64648306,100.7947002
MICAL1__chr6,58.12041433,32.17653272,31.48672676,23.18491897,49.57024823,70.6292274,14.12384765,12.3552933,14.31462014,8.533878348,16.29946769,23.24963332,9.702961324,9.015556622,14.09829449,9.721316265
MICAL2__chr11,3094.027622,3178.895176,3252.129064,2972.637826,2482.139503,3279.214129,2101.243334,1704.080069,4584.972831,4632.47363,2676.793226,3025.094335,4841.777701,1311.763488,2345.443538,2372.001169
MICAL3__chr22,91.98187311,43.87709007,77.96713293,36.4334441,54.40637001,151.3483444,29.53168145,19.00814354,42.46670642,11.37850446,53.63050659,44.91406436,71.65263747,13.52333493,46.13987288,48.60658132
MICALCL__chr11,8.086318516,14.62569669,0,0,4.836121778,5.044944814,5.777937674,1.900814354,23.38054623,15.64544364,5.783682083,11.62481666,9.702961324,0,3.204157839,0.511648224
MICALL1__chr22,130.3918861,53.38379292,119.9494353,82.80328205,82.21407023,121.0786755,35.9516122,100.7431608,54.87271054,72.53796596,170.8815161,57.59568253,52.99309646,40.5700048,48.06236759,49.62987777
MICALL2__chr7,36.89382823,36.56424173,43.48167029,26.49705026,19.34448711,25.22472407,23.1117507,15.20651484,25.28916225,14.22313058,9.989996325,12.68161817,14.92763281,0,15.37995763,18.9309843
MICB__chr6,8.591713423,8.775418015,11.99494353,9.936393846,12.09030445,5.044944814,25.679723,15.20651484,38.17232038,177.7891322,21.55736049,16.90882423,54.48585974,13.52333493,16.66162076,36.32702394
MICU1__chr10,288.0750971,194.521766,154.4348979,233.5052554,317.9750069,353.146137,319.7125513,351.6506556,318.7388751,203.3907673,235.5535976,272.6547907,270.9365354,121.7100144,230.0585329,238.4280726
MICU2__chr13,126.3487268,104.5737313,82.46523675,137.4534482,135.4114098,45.40450333,92.44700279,57.97483781,170.8211337,152.1874972,82.548917,125.7593802,146.2908015,175.8033541,112.1455244,115.6324987
MID1__chrX,88.44410876,43.87709007,46.48040617,127.5170544,101.5585573,171.5281237,111.064802,123.552933,135.9888913,103.8288532,136.1794236,105.1517507,79.86283551,108.1866795,111.5046928,121.2606292
MID1IP1__chrX,105.6275356,164.5390878,223.4058232,258.34624,81.00503979,131.1685652,141.2384765,244.2546445,338.3021893,305.7973075,196.6451908,249.9335581,459.7710904,721.2445297,246.7201536,289.592895
MID1IP1-AS1__chrX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.204157839,1.023296449
MID2__chrX,26.28053518,29.25139338,50.97850999,26.49705026,15.71739578,15.13483444,42.37154294,37.06587991,16.70039016,39.82476562,9.989996325,5.812408329,33.58717381,0,3.844989407,13.30285384
MIDN__chr19,323.4527406,114.0804342,289.3780126,349.4298502,235.7609367,398.5506403,209.2897424,184.3789924,299.652715,357.0005775,211.3672907,188.6390703,271.6829171,121.7100144,185.2003231,134.563483
MIEF1__chr22,167.2857143,160.1513788,206.9127758,120.8927918,146.2926838,287.5618544,114.9167604,133.0570048,131.6945053,129.4304883,107.2610132,114.6629643,103.747048,63.10889635,183.2778284,111.5393129
MIEF2__chr17,31.33448425,30.71396305,20.99115117,26.49705026,13.29933489,15.13483444,19.90178532,38.01628709,42.46670642,38.40245257,37.3310389,29.5904424,32.09441053,40.5700048,12.81663136,20.9775772
MIEN1__chr17,502.8679327,631.8300971,520.2806755,515.0364143,482.4031474,590.2585433,688.2165763,624.4175154,656.0867565,664.2201981,579.9455762,702.773007,615.0184716,563.4722888,594.691695,688.1668619
MIER1__chr1,492.2546396,507.5116752,365.8457776,385.8632943,397.7710163,610.4383225,440.4072494,394.4189785,420.8498322,375.4906473,315.4735682,350.8581028,441.1115494,576.9956238,240.3118379,338.7111246
MIER2__chr19,110.6814847,54.84636259,106.4551238,165.6065641,77.37794846,80.71911703,172.0541441,81.73501724,79.20756478,88.18340959,110.9415381,92.47013251,81.35559879,9.015556622,70.49147246,70.60745497
MIER3__chr5,150.6076824,138.2128337,112.4525956,89.42754461,193.4448711,50.44944814,81.53312051,35.16506556,165.5724396,137.9643666,48.37261379,46.49926663,106.7325746,171.2955758,48.06236759,46.0483402
MIF__chr22,16.17263703,24.13239954,22.49051911,8.280328205,13.29933489,10.08988963,42.37154294,44.66913733,16.70039016,32.71320033,28.91841042,28.00524013,20.15230429,13.52333493,28.19658898,35.30372749
MIF4GD__chr17,14.1510574,21.2072602,17.99241529,41.40164102,21.762548,15.13483444,46.22350139,33.2642512,41.98955241,27.0239481,53.63050659,27.47683937,37.31908202,4.507778311,41.65405191,38.37361683
MIIP__chr1,46.49633146,13.89441186,53.97724587,28.1531159,25.38963934,45.40450333,32.09965375,32.31384402,40.0809364,15.64544364,51.52734947,29.06204164,54.48585974,36.06222649,33.9640731,29.67559702
MINA__chr3,12.63487268,13.16312702,25.48925499,24.84098461,10.881274,0,10.91388227,15.20651484,16.22323616,34.13551339,21.03157121,19.55082802,21.64506757,9.015556622,33.9640731,17.39603963
MINCR__chr8,3.537764351,5.118993842,4.498103823,0,9.672243557,0,34.66762605,20.9089579,30.5378563,28.44626116,44.16629954,29.5904424,15.67401445,31.55444818,49.98486229,27.1173559
MINK1__chr17,33.35606388,25.59496921,17.99241529,56.30623179,26.59866978,35.3146137,25.03772992,30.41302967,29.58354829,14.22313058,35.75367106,42.27206057,11.1957246,0,37.16823093,23.0241701
MINOS1__chr1,373.9922313,533.1066444,401.8306082,447.1377231,500.5386041,368.2809714,202.2278186,273.717267,377.4288177,317.1758119,322.3088288,338.1764846,410.5099022,536.425619,293.5008581,406.7603384
MINOS1P1__chr13,1.010789814,9.506702849,0,4.968196923,0,30.26966889,10.91388227,0,0,1.422313058,2.628946401,0.528400757,0,0,0,1.534944673
MINPP1__chr10,72.27147173,103.8424465,68.97092528,77.83508512,82.21407023,35.3146137,36.59360527,84.58623877,117.8570392,89.60572265,45.74366738,75.03290752,99.26875816,193.8344674,67.92814619,81.35206769
MIOS__chr7,26.78593008,48.26479908,32.9860947,49.68196923,26.59866978,25.22472407,27.60570222,31.36343685,41.0352444,34.13551339,38.38261746,38.57325527,49.26118826,18.03111324,44.21737818,39.39691328
MIP__chr12,4.043159258,0,0,0,0,0,1.28398615,0,0,0,0,0,0,0,5.126652543,0
MIPEP__chr13,44.98014674,21.2072602,34.48546264,38.08950974,41.10703512,75.67417222,28.88968837,25.66099378,46.76109246,55.47020926,39.43419602,42.80046133,30.60164725,22.53889155,39.09072564,34.28043104
MIPEPP3__chr13,0,0,1.499367941,0,0,0,0.641993075,4.752035886,2.862924028,0,4.206314242,1.056801514,0,0,1.281663136,1.534944673
